Timestamp,OD,electrical conductivity,fluorescence,Hum%RH,Dirt1,AD Value1,Dirt2,AD Value2
2025-06-24T08:49:08.327,405.142,218.926,43,0.105,243,4095,2,226,
2025-06-24T08:49:08.632,405.142,218.926,43,0.105,243,4095,2,231,
2025-06-24T08:49:08.954,405.142,218.926,43,0.105,235,4095,2,224,
2025-06-24T08:49:09.243,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:49:09.564,405.142,218.926,43,0.105,224,4095,2,229,
2025-06-24T08:49:09.887,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:49:10.238,405.142,218.926,43,0.105,243,4095,2,231,
2025-06-24T08:49:10.524,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:49:10.810,405.142,218.926,43,0.105,243,4095,2,231,
2025-06-24T08:49:11.095,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:49:11.380,405.142,218.926,43,0.105,243,4095,2,230,
2025-06-24T08:49:11.664,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:49:11.950,405.142,218.926,43,0.105,243,4095,2,225,
2025-06-24T08:49:12.272,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:49:12.575,405.142,218.926,43,0.105,241,4095,2,234,
2025-06-24T08:49:12.879,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:49:13.169,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:49:13.489,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:49:13.793,405.142,218.926,43,0.105,205,4095,2,230,
2025-06-24T08:49:14.114,405.142,218.926,43,0.105,243,4095,2,232,
2025-06-24T08:49:14.404,405.142,218.926,43,0.105,205,4095,2,229,
2025-06-24T08:49:14.738,405.142,218.926,43,0.105,243,4095,2,230,
2025-06-24T08:49:15.044,405.142,218.926,43,0.105,243,4095,2,231,
2025-06-24T08:49:15.364,405.142,218.926,43,0.105,243,4095,2,225,
2025-06-24T08:49:16.682,405.142,218.926,43,0.105,243,4095,2,230,
2025-06-24T08:49:16.987,405.142,218.926,43,0.105,243,4095,2,230,
2025-06-24T08:49:17.276,405.142,218.926,43,0.105,243,4095,2,232,
2025-06-24T08:49:17.564,405.142,218.926,43,0.105,243,4095,2,231,
2025-06-24T08:49:17.870,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:49:18.192,405.142,218.926,43,0.105,243,4095,2,230,
2025-06-24T08:49:18.481,405.142,218.926,43,0.105,205,4095,2,228,
2025-06-24T08:49:18.815,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:49:19.105,405.142,218.926,43,0.105,235,4095,2,227,
2025-06-24T08:49:19.426,405.142,218.926,43,0.105,243,4095,2,224,
2025-06-24T08:49:19.732,405.142,218.926,43,0.105,205,4095,2,228,
2025-06-24T08:49:20.066,405.142,218.926,43,0.105,243,4095,2,231,
2025-06-24T08:49:20.371,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:49:20.692,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:49:20.996,405.142,218.926,43,0.105,243,4095,2,232,
2025-06-24T08:49:21.301,405.142,218.926,43,0.105,205,4095,2,232,
2025-06-24T08:49:21.622,405.142,218.926,43,0.105,243,4095,2,230,
2025-06-24T08:49:21.974,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:49:22.294,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:49:22.597,405.142,218.926,43,0.105,205,4095,2,231,
2025-06-24T08:49:22.902,405.142,218.926,43,0.105,243,4095,2,232,
2025-06-24T08:49:23.191,405.142,218.926,43,0.105,205,4095,2,229,
2025-06-24T08:49:23.496,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:49:23.785,405.142,218.926,43,0.105,243,4095,2,225,
2025-06-24T08:49:24.106,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:49:24.396,405.142,218.926,43,0.105,205,4095,2,230,
2025-06-24T08:49:24.699,405.142,218.926,43,0.105,243,4095,2,230,
2025-06-24T08:49:24.989,405.142,218.926,43,0.105,243,4095,2,224,
2025-06-24T08:49:25.309,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:49:25.614,405.142,218.926,43,0.105,205,4095,2,227,
2025-06-24T08:49:25.919,405.142,218.926,43,0.105,243,4095,2,226,
2025-06-24T08:49:26.222,405.142,218.926,43,0.105,243,4095,2,226,
2025-06-24T08:49:26.539,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:49:26.825,405.142,218.926,43,0.105,243,4095,2,231,
2025-06-24T08:49:27.126,405.142,218.926,43,0.105,243,4095,2,230,
2025-06-24T08:49:27.413,405.142,218.926,43,0.105,243,4095,2,231,
2025-06-24T08:49:27.715,405.142,218.926,43,0.105,205,4095,2,229,
2025-06-24T08:49:28.000,405.142,218.926,43,0.105,243,4095,2,226,
2025-06-24T08:49:28.320,405.142,218.926,43,0.105,205,4095,2,232,
2025-06-24T08:49:28.642,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:49:28.994,405.142,218.926,43,0.105,243,4095,2,230,
2025-06-24T08:49:29.298,405.142,218.926,43,0.105,243,4095,2,230,
2025-06-24T08:49:29.588,405.142,218.926,43,0.105,243,4095,2,226,
2025-06-24T08:49:29.910,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:49:30.214,405.142,218.926,43,0.105,205,4095,2,229,
2025-06-24T08:49:30.534,405.142,218.926,43,0.105,243,4095,2,225,
2025-06-24T08:49:30.839,405.142,218.926,43,0.105,205,4095,2,231,
2025-06-24T08:49:31.142,405.142,218.926,43,0.105,243,4095,2,230,
2025-06-24T08:49:31.448,405.142,218.926,43,0.105,205,4095,2,228,
2025-06-24T08:49:31.771,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:49:32.076,405.142,218.926,43,0.105,205,4095,2,229,
2025-06-24T08:49:32.397,405.142,218.926,43,0.105,243,4095,2,230,
2025-06-24T08:49:32.702,405.142,218.926,43,0.105,243,4095,2,230,
2025-06-24T08:49:33.005,405.142,218.926,43,0.105,243,4095,2,230,
2025-06-24T08:49:33.309,405.142,218.926,43,0.105,243,4095,2,224,
2025-06-24T08:49:33.630,405.142,218.926,43,0.105,243,4095,2,226,
2025-06-24T08:49:33.935,405.142,218.926,43,0.105,205,4095,2,229,
2025-06-24T08:49:34.238,405.142,218.926,43,0.105,205,4095,2,226,
2025-06-24T08:49:34.585,405.142,218.926,43,0.105,243,4095,2,224,
2025-06-24T08:49:34.928,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:49:35.232,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:49:35.521,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:49:35.841,405.142,218.926,43,0.105,243,4095,2,226,
2025-06-24T08:49:36.146,405.142,218.926,43,0.105,205,4095,2,229,
2025-06-24T08:49:36.465,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:49:36.772,405.142,218.926,43,0.105,205,4095,2,232,
2025-06-24T08:49:37.092,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:49:37.397,405.142,218.926,43,0.105,205,4095,2,231,
2025-06-24T08:49:37.716,405.142,218.926,43,0.105,243,4095,2,224,
2025-06-24T08:49:38.023,405.142,218.926,43,0.105,243,4095,2,225,
2025-06-24T08:49:38.344,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:49:38.648,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:49:38.967,405.142,218.926,43,0.105,228,4095,2,228,
2025-06-24T08:49:39.271,405.142,218.926,43,0.105,243,4095,2,225,
2025-06-24T08:49:39.639,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:49:39.960,405.142,218.926,43,0.105,243,4095,2,230,
2025-06-24T08:49:40.248,405.142,218.926,43,0.105,205,4095,2,226,
2025-06-24T08:49:40.553,405.142,218.926,43,0.105,243,4095,2,231,
2025-06-24T08:49:40.857,405.142,218.926,43,0.105,243,4095,2,225,
2025-06-24T08:49:41.162,405.142,218.926,43,0.105,243,4095,2,226,
2025-06-24T08:49:41.451,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:49:41.740,405.142,218.926,43,0.105,243,4095,2,223,
2025-06-24T08:49:42.029,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:49:42.331,405.142,218.926,43,0.105,243,4095,2,231,
2025-06-24T08:49:42.616,405.142,218.926,43,0.105,243,4095,2,224,
2025-06-24T08:49:42.903,405.142,218.926,43,0.105,243,4095,2,225,
2025-06-24T08:49:43.189,405.142,218.926,43,0.105,243,4095,2,225,
2025-06-24T08:49:43.505,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:49:43.790,405.142,218.926,43,0.105,205,4095,2,226,
2025-06-24T08:49:44.093,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:49:44.382,405.142,218.926,43,0.105,205,4095,2,227,
2025-06-24T08:49:44.686,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:49:44.992,405.142,218.926,43,0.105,205,4095,2,225,
2025-06-24T08:49:45.344,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:49:45.650,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:49:45.971,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:49:46.275,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:49:46.595,405.142,218.926,43,0.105,233,4095,2,232,
2025-06-24T08:49:46.923,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:49:47.271,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:49:47.591,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:49:47.880,405.142,218.926,43,0.105,205,4095,2,228,
2025-06-24T08:49:48.200,405.142,218.926,43,0.105,243,4095,2,225,
2025-06-24T08:49:48.489,405.142,218.926,43,0.105,205,4095,2,231,
2025-06-24T08:49:48.808,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:49:49.114,405.142,218.926,43,0.105,205,4095,2,229,
2025-06-24T08:49:49.436,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:49:49.741,405.142,218.926,43,0.105,205,4095,2,228,
2025-06-24T08:49:50.078,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:49:50.383,405.142,218.926,43,0.105,243,4095,2,230,
2025-06-24T08:49:50.703,405.142,218.926,43,0.105,243,4095,2,231,
2025-06-24T08:49:51.058,405.142,218.926,43,0.105,243,4095,2,232,
2025-06-24T08:49:51.394,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:49:51.699,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:49:51.988,405.142,218.926,43,0.105,243,4095,2,231,
2025-06-24T08:49:52.309,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:49:52.599,405.142,218.926,43,0.105,205,4095,2,231,
2025-06-24T08:49:52.917,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:49:53.206,405.142,218.926,43,0.105,205,4095,2,230,
2025-06-24T08:49:53.543,405.142,218.926,43,0.105,243,4095,2,231,
2025-06-24T08:49:53.832,405.142,218.926,43,0.105,243,4095,2,231,
2025-06-24T08:49:54.136,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:49:54.442,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:49:54.745,405.142,218.926,43,0.105,243,4095,2,231,
2025-06-24T08:49:55.049,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:49:55.370,405.142,218.926,43,0.105,243,4095,2,226,
2025-06-24T08:49:55.675,405.142,218.926,43,0.105,205,4095,2,232,
2025-06-24T08:49:55.994,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:49:56.298,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:49:56.634,405.142,218.926,42,0.103,243,4095,2,233,
2025-06-24T08:49:56.923,405.142,218.926,42,0.103,243,4095,2,230,
2025-06-24T08:49:57.259,405.142,218.926,42,0.103,242,4095,2,228,
2025-06-24T08:49:57.612,405.142,218.926,43,0.105,243,4095,2,230,
2025-06-24T08:49:57.949,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:49:58.251,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:49:58.537,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:49:58.823,405.142,218.926,43,0.105,243,4095,2,224,
2025-06-24T08:49:59.108,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:49:59.410,405.142,218.926,43,0.105,243,4095,2,230,
2025-06-24T08:49:59.696,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:50:00.014,405.142,218.926,43,0.105,243,4095,2,225,
2025-06-24T08:50:00.318,405.142,218.926,43,0.105,205,4095,2,230,
2025-06-24T08:50:00.638,405.142,218.926,43,0.105,243,4095,2,231,
2025-06-24T08:50:00.943,405.142,218.926,43,0.105,205,4095,2,224,
2025-06-24T08:50:01.281,405.142,218.926,43,0.105,243,4095,2,230,
2025-06-24T08:50:01.585,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:50:01.888,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:50:02.193,405.142,218.926,43,0.105,243,4095,2,230,
2025-06-24T08:50:02.514,405.142,218.926,43,0.105,243,4095,2,231,
2025-06-24T08:50:02.818,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:50:03.154,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:50:03.476,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:50:03.828,405.142,218.926,43,0.105,243,4095,2,224,
2025-06-24T08:50:04.148,405.142,218.926,43,0.105,243,4095,2,226,
2025-06-24T08:50:04.453,405.142,218.926,43,0.105,205,4095,2,230,
2025-06-24T08:50:04.772,405.142,218.926,43,0.105,243,4095,2,230,
2025-06-24T08:50:05.078,405.142,218.926,43,0.105,205,4095,2,224,
2025-06-24T08:50:05.398,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:50:05.688,405.142,218.926,43,0.105,205,4095,2,225,
2025-06-24T08:50:06.024,405.142,218.926,43,0.105,243,4095,2,232,
2025-06-24T08:50:06.328,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:50:06.633,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:50:06.938,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:50:07.258,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:50:07.563,405.142,218.926,43,0.105,205,4095,2,224,
2025-06-24T08:50:07.899,405.142,218.926,43,0.105,243,4095,2,226,
2025-06-24T08:50:08.205,405.142,218.926,43,0.105,243,4095,2,222,
2025-06-24T08:50:08.523,405.142,218.926,43,0.105,205,4095,2,226,
2025-06-24T08:50:08.844,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:50:09.197,405.142,218.926,43,0.105,243,4095,2,226,
2025-06-24T08:50:09.502,405.142,218.926,43,0.105,243,4095,2,232,
2025-06-24T08:50:09.792,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:50:10.112,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:50:10.401,405.142,218.926,43,0.105,205,4095,2,229,
2025-06-24T08:50:10.721,405.142,218.926,43,0.105,243,4095,2,226,
2025-06-24T08:50:11.025,405.142,218.926,43,0.105,205,4095,2,231,
2025-06-24T08:50:11.329,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:50:11.634,405.142,218.926,43,0.105,205,4095,2,228,
2025-06-24T08:50:11.936,405.142,218.926,43,0.105,243,4095,2,230,
2025-06-24T08:50:12.241,405.142,218.926,43,0.105,243,4095,2,226,
2025-06-24T08:50:12.577,405.142,218.926,43,0.105,243,4095,2,226,
2025-06-24T08:50:12.879,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:50:13.244,405.142,218.926,43,0.105,243,4095,2,226,
2025-06-24T08:50:13.549,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:50:13.885,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:50:14.173,405.142,218.926,43,0.105,205,4095,2,228,
2025-06-24T08:50:14.460,405.142,218.926,43,0.105,243,4095,2,224,
2025-06-24T08:50:14.747,405.142,218.926,43,0.105,243,4095,2,224,
2025-06-24T08:50:15.064,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:50:15.350,405.142,218.926,43,0.105,243,4095,2,226,
2025-06-24T08:50:15.651,405.142,218.926,43,0.105,205,4095,2,227,
2025-06-24T08:50:15.937,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:50:16.239,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:50:16.562,405.142,218.926,43,0.105,243,4095,2,225,
2025-06-24T08:50:16.914,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:50:17.250,405.142,218.926,43,0.105,243,4095,2,226,
2025-06-24T08:50:17.540,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:50:17.891,405.142,218.926,43,0.105,243,4095,2,230,
2025-06-24T08:50:18.194,405.142,218.926,43,0.105,243,4095,2,224,
2025-06-24T08:50:18.498,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:50:18.803,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:50:19.122,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:50:19.411,405.142,218.926,43,0.105,205,4095,2,229,
2025-06-24T08:50:19.733,405.142,218.926,43,0.105,243,4095,2,224,
2025-06-24T08:50:20.023,405.142,218.926,43,0.105,205,4095,2,224,
2025-06-24T08:50:20.358,405.142,218.926,43,0.105,243,4095,2,224,
2025-06-24T08:50:20.662,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:50:20.951,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:50:21.257,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:50:21.625,405.142,218.926,43,0.105,243,4095,2,225,
2025-06-24T08:50:21.930,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:50:22.235,405.142,218.926,43,0.105,243,4095,2,225,
2025-06-24T08:50:22.541,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:50:22.860,405.142,218.926,43,0.105,243,4095,2,225,
2025-06-24T08:50:23.213,405.142,218.926,43,0.105,243,4095,2,224,
2025-06-24T08:50:23.566,405.142,218.926,43,0.105,205,4095,2,231,
2025-06-24T08:50:23.872,405.142,218.926,43,0.105,243,4095,2,224,
2025-06-24T08:50:24.161,405.142,218.926,43,0.105,243,4095,2,224,
2025-06-24T08:50:24.481,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:50:24.770,405.142,218.926,43,0.105,205,4095,2,230,
2025-06-24T08:50:25.122,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:50:25.410,405.142,218.926,43,0.105,243,4095,2,230,
2025-06-24T08:50:25.712,405.142,218.926,43,0.105,243,4095,2,223,
2025-06-24T08:50:25.997,405.142,218.926,43,0.105,205,4095,2,227,
2025-06-24T08:50:26.300,405.142,218.926,43,0.105,243,4095,2,225,
2025-06-24T08:50:26.584,405.142,218.926,43,0.105,205,4095,2,224,
2025-06-24T08:50:26.897,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:50:27.201,405.142,218.926,43,0.105,205,4095,2,228,
2025-06-24T08:50:27.504,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:50:27.809,405.142,218.926,43,0.105,243,4095,2,225,
2025-06-24T08:50:28.113,405.142,218.926,43,0.105,243,4095,2,224,
2025-06-24T08:50:28.417,405.142,218.926,43,0.105,243,4095,2,226,
2025-06-24T08:50:28.737,405.142,218.926,43,0.105,243,4095,2,226,
2025-06-24T08:50:29.027,405.142,218.926,43,0.105,205,4095,2,225,
2025-06-24T08:50:29.348,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:50:29.637,405.142,218.926,43,0.105,205,4095,2,226,
2025-06-24T08:50:29.943,405.142,218.926,43,0.105,243,4095,2,226,
2025-06-24T08:50:30.244,405.142,218.926,43,0.105,243,4095,2,230,
2025-06-24T08:50:30.530,405.142,218.926,43,0.105,243,4095,2,224,
2025-06-24T08:50:30.829,405.142,218.926,43,0.105,243,4095,2,226,
2025-06-24T08:50:31.131,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:50:31.432,405.142,218.926,43,0.105,205,4095,2,224,
2025-06-24T08:50:31.749,405.142,218.926,43,0.105,243,4095,2,225,
2025-06-24T08:50:32.035,405.142,218.926,43,0.105,205,4095,2,228,
2025-06-24T08:50:32.340,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:50:32.645,405.142,218.926,43,0.105,243,4095,2,223,
2025-06-24T08:50:32.997,405.142,218.926,43,0.105,243,4095,2,225,
2025-06-24T08:50:33.350,405.142,218.926,43,0.105,243,4095,2,230,
2025-06-24T08:50:33.703,405.142,218.926,43,0.105,205,4095,2,230,
2025-06-24T08:50:34.023,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:50:34.311,405.142,218.926,43,0.105,205,4095,2,229,
2025-06-24T08:50:34.632,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:50:34.937,405.142,218.926,43,0.105,205,4095,2,227,
2025-06-24T08:50:35.273,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:50:35.561,405.142,218.926,43,0.105,235,4095,2,230,
2025-06-24T08:50:35.881,405.142,218.926,43,0.105,243,4095,2,230,
2025-06-24T08:50:36.185,405.142,218.926,43,0.105,205,4095,2,228,
2025-06-24T08:50:36.473,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:50:36.778,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:50:37.131,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:50:37.437,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:50:37.741,405.142,218.926,43,0.105,243,4095,2,226,
2025-06-24T08:50:38.047,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:50:38.366,405.142,218.926,43,0.105,243,4095,2,224,
2025-06-24T08:50:38.671,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:50:38.958,405.142,218.926,43,0.105,243,4095,2,224,
2025-06-24T08:50:39.264,405.142,218.926,43,0.105,243,4095,2,225,
2025-06-24T08:50:39.616,405.142,218.926,43,0.105,243,4095,2,230,
2025-06-24T08:50:39.920,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:50:40.320,405.142,218.926,43,0.105,205,4095,2,225,
2025-06-24T08:50:40.656,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:50:40.944,405.142,218.926,43,0.105,236,4095,2,229,
2025-06-24T08:50:41.281,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:50:41.572,405.142,218.926,43,0.105,242,4095,2,228,
2025-06-24T08:50:41.891,405.142,218.926,43,0.105,243,4095,2,225,
2025-06-24T08:50:42.180,405.142,218.926,43,0.105,205,4095,2,226,
2025-06-24T08:50:42.531,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:50:42.837,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:50:43.141,405.142,218.926,43,0.105,243,4095,2,230,
2025-06-24T08:50:43.447,405.142,218.926,43,0.105,243,4095,2,230,
2025-06-24T08:50:43.751,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:50:44.040,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:50:44.375,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:50:44.680,405.142,218.926,43,0.105,243,4095,2,225,
2025-06-24T08:50:44.983,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:50:45.288,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:50:45.624,405.142,218.926,43,0.105,243,4095,2,226,
2025-06-24T08:50:45.928,405.142,218.926,43,0.105,243,4095,2,225,
2025-06-24T08:50:46.247,405.142,218.926,43,0.105,243,4095,2,225,
2025-06-24T08:50:46.548,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:50:46.847,405.142,218.926,43,0.105,243,4095,2,226,
2025-06-24T08:50:47.132,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:50:47.448,405.142,218.926,43,0.105,243,4095,2,231,
2025-06-24T08:50:47.748,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:50:48.049,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:50:48.338,405.142,218.926,43,0.105,243,4095,2,225,
2025-06-24T08:50:48.673,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:50:48.978,405.142,218.926,43,0.105,243,4095,2,230,
2025-06-24T08:50:49.297,405.142,218.926,43,0.105,237,4095,2,225,
2025-06-24T08:50:49.603,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:50:49.957,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:50:50.260,405.142,218.926,43,0.105,243,4095,2,230,
2025-06-24T08:50:50.550,405.142,218.926,43,0.105,243,4095,2,223,
2025-06-24T08:50:50.869,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:50:51.175,405.142,218.926,43,0.105,205,4095,2,230,
2025-06-24T08:50:51.494,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:50:51.798,405.142,218.926,43,0.105,205,4095,2,226,
2025-06-24T08:50:52.118,405.142,218.926,43,0.105,243,4095,2,224,
2025-06-24T08:50:52.423,405.142,218.926,43,0.105,205,4095,2,227,
2025-06-24T08:50:52.743,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:50:53.047,405.142,218.926,43,0.105,205,4095,2,227,
2025-06-24T08:50:53.368,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:50:53.673,405.142,218.926,43,0.105,205,4095,2,227,
2025-06-24T08:50:53.976,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:50:54.281,405.142,218.926,43,0.105,243,4095,2,223,
2025-06-24T08:50:54.599,405.142,218.926,43,0.105,243,4095,2,224,
2025-06-24T08:50:54.905,405.142,218.926,43,0.105,243,4095,2,231,
2025-06-24T08:50:55.226,405.142,218.926,43,0.105,243,4095,2,224,
2025-06-24T08:50:55.531,405.142,218.926,43,0.105,243,4095,2,226,
2025-06-24T08:50:55.836,405.142,218.926,43,0.105,205,4095,2,226,
2025-06-24T08:50:56.182,405.142,218.926,43,0.105,243,4095,2,225,
2025-06-24T08:50:56.524,405.142,218.926,43,0.105,243,4095,2,227,
2025-06-24T08:50:56.858,405.142,218.926,43,0.105,243,4095,2,229,
2025-06-24T08:50:57.147,405.142,218.926,43,0.105,243,4095,2,230,
2025-06-24T08:50:57.450,405.142,218.926,43,0.105,243,4095,2,226,
2025-06-24T08:50:57.739,405.142,218.926,43,0.105,243,4095,2,226,
2025-06-24T08:50:58.059,405.142,218.926,43,0.105,243,4095,2,228,
2025-06-24T08:50:58.363,405.142,218.926,43,0.105,205,4095,2,225,
2025-06-24T08:50:58.683,405.142,218.926,43,0.105,243,4095,2,224,
2025-06-24T08:50:58.973,405.142,218.926,43,0.105,205,4095,2,229,
2025-06-24T08:50:59.309,405.142,218.926,43,0.105,243,4095,2,226,
2025-06-24T08:50:59.615,405.142,218.926,43,0.105,239,4095,2,227,
2025-06-24T08:50:59.935,405.142,218.926,43,0.105,243,4095,2,228,
